clip_name,frame_number,gt_label,pred_label,correct,latency_ms
Backward_fall,31,Standing,Standing,True,259.426
Backward_fall,32,Standing,Standing,True,58.7353
Backward_fall,33,Standing,Standing,True,59.1083
Backward_fall,34,Standing,Standing,True,56.1711
Backward_fall,35,Standing,Standing,True,57.3438
Backward_fall,36,,Standing,,57.8199
Backward_fall,37,,Standing,,58.4368
Backward_fall,38,,Standing,,58.603
Backward_fall,39,,Standing,,57.7912
Backward_fall,40,,Standing,,57.434
Backward_fall,41,,Standing,,59.2227
Backward_fall,42,,Standing,,57.993
Backward_fall,43,,Standing,,58.5357
Backward_fall,44,,Sitting,,59.0399
Backward_fall,45,,Sitting,,58.6448
Backward_fall,46,,Standing,,60.6005
Backward_fall,47,,Standing,,59.9144
Backward_fall,48,,Standing,,58.5367
Backward_fall,49,,Standing,,60.1973
Backward_fall,50,,Standing,,60.6362
Backward_fall,51,,Standing,,64.1779
Backward_fall,52,,Standing,,62.5205
Backward_fall,53,,Standing,,60.2794
Backward_fall,54,,Standing,,59.8823
Backward_fall,55,,Standing,,60.4535
Backward_fall,56,,Standing,,61.3141
Backward_fall,57,,Standing,,63.4604
Backward_fall,58,,Standing,,61.9676
Backward_fall,59,,Standing,,62.9904
Backward_fall,60,,Standing,,61.4097
Backward_fall,61,,Standing,,60.5499
Backward_fall,62,,Standing,,59.9531
Backward_fall,63,,Standing,,60.9047
Backward_fall,64,,Standing,,62.757
Backward_fall,65,,Standing,,62.556
Backward_fall,66,,Standing,,59.9432
Backward_fall,67,,Standing,,62.0658
Backward_fall,68,,Standing,,61.1293
Backward_fall,69,Lying,Standing,False,60.1038
Backward_fall,70,Lying,Standing,False,58.1441
Backward_fall,71,Lying,Sitting,False,59.6761
Backward_fall,72,Lying,Sitting,False,58.557
Backward_fall,73,Lying,Sitting,False,57.8562
Backward_fall,74,Lying,Sitting,False,57.3178
Backward_fall,75,Lying,Sitting,False,57.0595
Backward_fall,76,Lying,Sitting,False,59.4863
Backward_fall,77,Lying,Sitting,False,58.4925
Backward_fall,78,Lying,Sitting,False,56.5897
Backward_fall,79,Lying,Sitting,False,58.6562
Backward_fall,80,Lying,Sitting,False,57.7628
Backward_fall,81,Lying,Sitting,False,60.4044
Backward_fall,82,Lying,Sitting,False,57.8263
Backward_fall,83,Lying,Sitting,False,57.0076
Backward_fall,84,Lying,Sitting,False,57.5564
Backward_fall,85,Lying,Sitting,False,58.8831
Backward_fall,86,Lying,Sitting,False,54.9718
Backward_fall,87,Lying,Sitting,False,54.5952
Backward_fall,88,Lying,Sitting,False,55.2953
Backward_fall,89,Lying,Sitting,False,57.6757
Backward_fall,90,Lying,Sitting,False,56.5045
Backward_fall,91,Lying,Sitting,False,55.463
Backward_fall,92,Lying,Sitting,False,55.4118
Backward_fall,93,Lying,Standing,False,57.1844
Backward_fall,94,Lying,Standing,False,57.0579
Backward_fall,95,Lying,Standing,False,56.4064
Backward_fall,96,Lying,Standing,False,56.5344
Backward_fall,97,Lying,Standing,False,58.0982
Backward_fall,98,Lying,Standing,False,58.1344
Backward_fall,99,Lying,Standing,False,57.6378
Backward_fall,100,Lying,Standing,False,57.0497
Backward_fall,101,Lying,Standing,False,58.006
Backward_fall,102,Lying,Lying,True,57.0609
Backward_fall,103,Lying,Lying,True,57.9001
Backward_fall,104,Lying,Lying,True,57.1993
Backward_fall,105,Lying,Lying,True,58.5317
Backward_fall,106,Lying,Lying,True,57.1885
Backward_fall,107,Lying,Lying,True,57.4177
Backward_fall,108,Lying,Lying,True,57.7994
Backward_fall,109,Lying,Lying,True,58.0242
Backward_fall,110,Lying,Lying,True,56.4326
Backward_fall,111,Lying,Lying,True,62.3051
Chair_fall,31,Sitting,Unknown,False,58.0815
Chair_fall,32,Sitting,Unknown,False,60.1371
Chair_fall,33,Sitting,Unknown,False,57.1158
Chair_fall,34,Sitting,Unknown,False,58.793
Chair_fall,35,Sitting,Unknown,False,57.0955
Chair_fall,36,Sitting,Unknown,False,56.8966
Chair_fall,37,Sitting,Unknown,False,56.448
Chair_fall,38,Sitting,Unknown,False,56.1475
Chair_fall,39,Sitting,Unknown,False,57.3139
Chair_fall,40,Sitting,Unknown,False,58.1253
Chair_fall,41,Sitting,Unknown,False,57.3479
Chair_fall,42,,Unknown,,70.8144
Chair_fall,43,,Unknown,,68.8796
Chair_fall,44,,Unknown,,64.9786
Chair_fall,45,,Unknown,,62.6269
Chair_fall,46,,Unknown,,61.8895
Chair_fall,47,,Unknown,,64.415
Chair_fall,48,,Unknown,,61.9826
Chair_fall,49,,Unknown,,61.5886
Chair_fall,50,,Sitting,,61.6419
Chair_fall,51,,Sitting,,60.6902
Chair_fall,52,,Sitting,,59.1466
Chair_fall,53,,Sitting,,57.9464
Chair_fall,54,,Sitting,,59.3227
Chair_fall,55,,Sitting,,59.2453
Chair_fall,56,,Sitting,,62.766
Chair_fall,57,,Sitting,,81.1683
Chair_fall,58,,Standing,,87.7821
Chair_fall,59,,Standing,,96.4928
Chair_fall,60,,Standing,,72.5606
Chair_fall,61,,Standing,,70.1708
Chair_fall,62,,Standing,,69.1003
Chair_fall,63,,Standing,,74.8661
Chair_fall,64,,Standing,,68.9126
Chair_fall,65,,Standing,,67.1364
Chair_fall,66,,Standing,,68.1864
Chair_fall,67,,Standing,,64.0443
Chair_fall,68,,Standing,,63.7886
Chair_fall,69,,Sitting,,61.7621
Chair_fall,70,,Sitting,,60.4582
Chair_fall,71,,Sitting,,60.3532
Chair_fall,72,,Sitting,,64.6366
Chair_fall,73,,Sitting,,60.8307
Chair_fall,74,,Sitting,,59.45
Chair_fall,75,,Sitting,,60.0271
Chair_fall,76,,Sitting,,59.1622
Chair_fall,77,,Sitting,,58.9825
Chair_fall,78,Lying,Sitting,False,58.8494
Chair_fall,79,Lying,Sitting,False,57.9647
Chair_fall,80,Lying,Sitting,False,59.8936
Chair_fall,81,Lying,Sitting,False,58.0263
Chair_fall,82,Lying,Sitting,False,57.0509
Chair_fall,83,Lying,Sitting,False,57.1489
Chair_fall,84,Lying,Sitting,False,56.9842
Chair_fall,85,Lying,Sitting,False,56.4366
Chair_fall,86,Lying,Sitting,False,56.9162
Chair_fall,87,Lying,Sitting,False,56.5148
Chair_fall,88,Lying,Sitting,False,57.1716
Chair_fall,89,Lying,Sitting,False,57.2788
Chair_fall,90,Lying,Sitting,False,56.9879
Chair_fall,91,Lying,Sitting,False,58.6015
Chair_fall,92,Lying,Sitting,False,58.9222
Chair_fall,93,Lying,Sitting,False,59.6501
Chair_fall,94,Lying,Sitting,False,58.3771
Chair_fall,95,Lying,Sitting,False,57.2001
Chair_fall,96,Lying,Sitting,False,57.4113
Chair_fall,97,Lying,Sitting,False,57.0836
Chair_fall,98,Lying,Sitting,False,56.5894
Chair_fall,99,Lying,Sitting,False,57.7059
Chair_fall,100,Lying,Sitting,False,57.4175
Chair_fall,101,Lying,Standing,False,57.1689
Chair_fall,102,Lying,Standing,False,56.4615
Chair_fall,103,Lying,Standing,False,61.4148
Chair_fall,104,Lying,Standing,False,57.2811
Chair_fall,105,Lying,Standing,False,56.8965
Chair_fall,106,Lying,Standing,False,56.5876
Chair_fall,107,Lying,Standing,False,58.1225
Chair_fall,108,Lying,Standing,False,57.4646
Chair_fall,109,Lying,Standing,False,58.7781
Chair_fall,110,Lying,Standing,False,56.9863
Chair_fall,111,Lying,Standing,False,55.9846
Chair_fall,112,Lying,Standing,False,57.2849
Chair_fall,113,Lying,Standing,False,56.8072
Chair_fall,114,Lying,Standing,False,58.9861
Chair_fall,115,Lying,Standing,False,56.9678
Chair_fall,116,Lying,Standing,False,59.6775
Chair_fall,117,Lying,Sitting,False,56.8708
Chair_fall,118,Lying,Sitting,False,58.2149
Chair_fall,119,Lying,Sitting,False,57.0434
Chair_fall,120,Lying,Sitting,False,59.5669
Chair_fall,121,Lying,Sitting,False,57.2375
Chair_fall,122,Lying,Sitting,False,56.4383
Chair_fall,123,Lying,Sitting,False,56.5122
Chair_fall,124,Lying,Sitting,False,56.7753
Chair_fall,125,Lying,Sitting,False,55.5745
Chair_fall,126,Lying,Sitting,False,55.8558
Chair_fall,127,Lying,Sitting,False,58.1374
Chair_fall,128,Lying,Sitting,False,58.3804
Chair_fall,129,Lying,Standing,False,57.8472
Chair_fall,130,Lying,Standing,False,54.8719
Chair_fall,131,Lying,Standing,False,54.8809
Chair_fall,132,Lying,Standing,False,58.1512
Chair_fall,133,Lying,Standing,False,55.4395
Chair_fall,134,Lying,Standing,False,56.9867
Chair_fall,135,Lying,Standing,False,56.3869
Chair_fall,136,Lying,Standing,False,58.163
Chair_fall,137,Lying,Standing,False,57.1796
Chair_fall,138,Lying,Standing,False,57.1538
Chair_fall,139,Lying,Standing,False,57.6308
Chair_fall,140,Lying,Standing,False,57.4975
Chair_fall,141,Lying,Standing,False,56.4574
Chair_fall,142,Lying,Standing,False,56.9863
Chair_fall,143,Lying,Standing,False,56.2271
Chair_fall,144,Lying,Standing,False,56.137
Chair_fall,145,Lying,Standing,False,56.8226
Chair_fall,146,Lying,Standing,False,57.9173
Chair_fall,147,Lying,Standing,False,58.1096
Chair_fall,148,Lying,Standing,False,56.2392
Chair_fall,149,Lying,Standing,False,56.2927
Chair_fall,150,Lying,Standing,False,56.3273
Chair_fall,151,Lying,Unknown,False,56.5053
Chair_fall,152,Lying,Unknown,False,58.4743
Chair_fall,153,Lying,Unknown,False,56.235
Chair_fall,154,Lying,Unknown,False,57.3498
Chair_fall,155,Lying,Unknown,False,59.6355
Chair_fall,156,Lying,Unknown,False,56.8288
Chair_fall,157,Lying,Unknown,False,57.276
Chair_fall,158,Lying,Unknown,False,55.6383
