clip_name,frame_number,gt_label,pred_label,correct,confidence,nan_fraction,latency_ms
Backward_fall,31,Standing,Standing,True,0.954,0.0,22.7776
Backward_fall,32,Standing,Standing,True,0.953,0.0,22.3787
Backward_fall,33,Standing,Standing,True,0.955,0.0,23.5205
Backward_fall,34,Standing,Standing,True,0.956,0.0,22.5964
Backward_fall,35,Standing,Standing,True,0.956,0.0,24.0179
Backward_fall,36,,Standing,,0.955,0.0,23.1887
Backward_fall,37,,Standing,,0.954,0.0,24.9678
Backward_fall,38,,Standing,,0.952,0.0,22.2892
Backward_fall,39,,Standing,,0.951,0.0,23.5324
Backward_fall,40,,Standing,,0.949,0.0,23.9961
Backward_fall,41,,Standing,,0.947,0.0,29.3074
Backward_fall,42,,Standing,,0.945,0.0,23.3023
Backward_fall,43,,Standing,,0.939,0.0,27.9108
Backward_fall,44,,Standing,,0.929,0.0,22.7794
Backward_fall,45,,Standing,,0.914,0.0,26.3734
Backward_fall,46,,Standing,,0.889,0.0,24.1221
Backward_fall,47,,Standing,,0.861,0.0,24.0864
Backward_fall,48,,Standing,,0.831,0.0,23.0857
Backward_fall,49,,Standing,,0.798,0.0,29.2597
Backward_fall,50,,Standing,,0.766,0.0,25.4174
Backward_fall,51,,Standing,,0.734,0.0,31.2814
Backward_fall,52,,Standing,,0.698,0.0,27.5935
Backward_fall,53,,Standing,,0.667,0.0,24.2004
Backward_fall,54,,Standing,,0.638,0.0,27.669
Backward_fall,55,,Standing,,0.616,0.0,28.314
Backward_fall,56,,Standing,,0.608,0.0,25.8505
Backward_fall,57,,Standing,,0.611,0.0,25.2192
Backward_fall,58,,Standing,,0.619,0.0,23.4378
Backward_fall,59,,Standing,,0.634,0.0,25.9153
Backward_fall,60,,Standing,,0.649,0.0,28.0289
Backward_fall,61,,Standing,,0.664,0.0,22.9027
Backward_fall,62,,Standing,,0.685,0.0,27.4248
Backward_fall,63,,Standing,,0.705,0.0,24.8484
Backward_fall,64,,Standing,,0.724,0.0,23.1704
Backward_fall,65,,Standing,,0.741,0.0,23.2924
Backward_fall,66,,Standing,,0.753,0.0,22.4433
Backward_fall,67,,Standing,,0.757,0.0,23.0331
Backward_fall,68,,Standing,,0.756,0.0,22.2186
Backward_fall,69,Lying,Standing,False,0.751,0.0,23.9195
Backward_fall,70,Lying,Standing,False,0.745,0.0,22.622
Backward_fall,71,Lying,Standing,False,0.738,0.0,21.4276
Backward_fall,72,Lying,Standing,False,0.729,0.0,22.5652
Backward_fall,73,Lying,Standing,False,0.72,0.0,22.9169
Backward_fall,74,Lying,Standing,False,0.709,0.0,21.5182
Backward_fall,75,Lying,Standing,False,0.7,0.0,23.4947
Backward_fall,76,Lying,Standing,False,0.691,0.0,20.9933
Backward_fall,77,Lying,Standing,False,0.687,0.0,21.1617
Backward_fall,78,Lying,Standing,False,0.688,0.0,21.4238
Backward_fall,79,Lying,Standing,False,0.688,0.0,20.7817
Backward_fall,80,Lying,Standing,False,0.691,0.0,20.1458
Backward_fall,81,Lying,Standing,False,0.697,0.0,20.7511
Backward_fall,82,Lying,Standing,False,0.701,0.0,22.3666
Backward_fall,83,Lying,Standing,False,0.711,0.0,23.6033
Backward_fall,84,Lying,Standing,False,0.724,0.0,25.3716
Backward_fall,85,Lying,Standing,False,0.735,0.0,24.3566
Backward_fall,86,Lying,Standing,False,0.744,0.0,23.6226
Backward_fall,87,Lying,Standing,False,0.749,0.0,24.4687
Backward_fall,88,Lying,Standing,False,0.751,0.0,21.4819
Backward_fall,89,Lying,Standing,False,0.753,0.0,24.3406
Backward_fall,90,Lying,Standing,False,0.755,0.0,21.019
Backward_fall,91,Lying,Standing,False,0.756,0.0,22.1791
Backward_fall,92,Lying,Standing,False,0.755,0.0,22.0292
Backward_fall,93,Lying,Standing,False,0.753,0.0,24.4286
Backward_fall,94,Lying,Standing,False,0.75,0.0,24.9724
Backward_fall,95,Lying,Standing,False,0.746,0.0,22.3314
Backward_fall,96,Lying,Standing,False,0.746,0.0,27.4825
Backward_fall,97,Lying,Standing,False,0.748,0.0,22.8309
Backward_fall,98,Lying,Standing,False,0.749,0.0,24.5533
Backward_fall,99,Lying,Standing,False,0.752,0.0,24.356
Backward_fall,100,Lying,Standing,False,0.755,1.0,25.4835
Backward_fall,101,Lying,Standing,False,0.755,0.0,26.1708
Backward_fall,102,Lying,Standing,False,0.757,0.0,23.5408
Backward_fall,103,Lying,Standing,False,0.754,0.0,26.1882
Backward_fall,104,Lying,Standing,False,0.749,0.0,25.3493
Backward_fall,105,Lying,Standing,False,0.75,1.0,23.8151
Backward_fall,106,Lying,Standing,False,0.751,1.0,25.5209
Backward_fall,107,Lying,Standing,False,0.748,0.0,23.5678
Backward_fall,108,Lying,Standing,False,0.746,0.0,29.6103
Backward_fall,109,Lying,Standing,False,0.739,0.0,26.7621
Backward_fall,110,Lying,Standing,False,0.726,0.0,25.2908
Backward_fall,111,Lying,Standing,False,0.723,0.0,28.5702
Chair_fall,31,Sitting,Unknown,False,0.538,1.0,27.3896
Chair_fall,32,Sitting,Unknown,False,0.538,1.0,27.0794
Chair_fall,33,Sitting,Unknown,False,0.538,1.0,32.8665
Chair_fall,34,Sitting,Unknown,False,0.538,1.0,37.1915
Chair_fall,35,Sitting,Unknown,False,0.538,1.0,37.4452
Chair_fall,36,Sitting,Unknown,False,0.538,1.0,37.1236
Chair_fall,37,Sitting,Unknown,False,0.538,1.0,45.0573
Chair_fall,38,Sitting,Unknown,False,0.538,1.0,31.0152
Chair_fall,39,Sitting,Unknown,False,0.538,1.0,30.2711
Chair_fall,40,Sitting,Unknown,False,0.536,0.0,26.3781
Chair_fall,41,Sitting,Unknown,False,0.529,1.0,28.1077
Chair_fall,42,,Unknown,,0.523,1.0,28.305
Chair_fall,43,,Unknown,,0.515,1.0,25.9146
Chair_fall,44,,Unknown,,0.504,0.0,27.0918
Chair_fall,45,,Unknown,,0.494,0.0,26.1408
Chair_fall,46,,Unknown,,0.478,0.0,26.5824
Chair_fall,47,,Unknown,,0.471,0.0,28.7662
Chair_fall,48,,Unknown,,0.463,0.0,23.9875
Chair_fall,49,,Unknown,,0.452,0.0,24.0322
Chair_fall,50,,Unknown,,0.44,0.0,28.7441
Chair_fall,51,,Unknown,,0.435,0.0,26.6518
Chair_fall,52,,Unknown,,0.424,0.0,25.8446
Chair_fall,53,,Sitting,,0.411,0.0,23.5893
Chair_fall,54,,Sitting,,0.426,0.0,25.293
Chair_fall,55,,Sitting,,0.44,0.0,24.215
Chair_fall,56,,Sitting,,0.452,0.0,25.1253
Chair_fall,57,,Sitting,,0.458,0.0,23.7896
Chair_fall,58,,Sitting,,0.463,0.0,23.1241
Chair_fall,59,,Sitting,,0.47,0.0,24.6787
Chair_fall,60,,Sitting,,0.481,0.0,32.4715
Chair_fall,61,,Sitting,,0.487,0.0,24.0079
Chair_fall,62,,Sitting,,0.485,0.0,27.0217
Chair_fall,63,,Sitting,,0.486,0.0,25.7955
Chair_fall,64,,Sitting,,0.486,0.0,26.5066
Chair_fall,65,,Sitting,,0.483,0.0,25.8549
Chair_fall,66,,Sitting,,0.475,0.0,24.0569
Chair_fall,67,,Standing,,0.411,0.0,25.2619
Chair_fall,68,,Standing,,0.427,0.0,22.6509
Chair_fall,69,,Standing,,0.446,0.0,24.3522
Chair_fall,70,,Standing,,0.45,0.0,22.6771
Chair_fall,71,,Standing,,0.459,0.0,22.1212
Chair_fall,72,,Standing,,0.47,0.0,23.2665
Chair_fall,73,,Standing,,0.492,0.0,21.49
Chair_fall,74,,Standing,,0.508,0.0,21.7437
Chair_fall,75,,Standing,,0.514,0.0,22.2432
Chair_fall,76,,Standing,,0.513,0.0,35.859
Chair_fall,77,,Standing,,0.505,0.0,45.6291
Chair_fall,78,Lying,Standing,False,0.505,0.0,25.7734
Chair_fall,79,Lying,Standing,False,0.498,0.0,51.3545
Chair_fall,80,Lying,Standing,False,0.501,0.0,49.5043
Chair_fall,81,Lying,Standing,False,0.487,0.0,42.3781
Chair_fall,82,Lying,Standing,False,0.472,0.0,31.4658
Chair_fall,83,Lying,Standing,False,0.46,0.0,33.7319
Chair_fall,84,Lying,Standing,False,0.458,0.0,29.5515
Chair_fall,85,Lying,Standing,False,0.467,0.0,28.8495
Chair_fall,86,Lying,Standing,False,0.484,0.0,26.4522
Chair_fall,87,Lying,Standing,False,0.507,0.0,26.9861
Chair_fall,88,Lying,Standing,False,0.518,0.0,25.0545
Chair_fall,89,Lying,Standing,False,0.532,0.0,25.3188
Chair_fall,90,Lying,Standing,False,0.546,0.0,26.4468
Chair_fall,91,Lying,Standing,False,0.568,0.0,24.8046
Chair_fall,92,Lying,Standing,False,0.586,0.0,23.2515
Chair_fall,93,Lying,Standing,False,0.601,0.0,24.0133
Chair_fall,94,Lying,Standing,False,0.616,0.0,24.2778
Chair_fall,95,Lying,Standing,False,0.627,0.0,24.1241
Chair_fall,96,Lying,Standing,False,0.637,0.0,25.5684
Chair_fall,97,Lying,Standing,False,0.642,0.0,26.8856
Chair_fall,98,Lying,Standing,False,0.646,0.0,22.1331
Chair_fall,99,Lying,Standing,False,0.646,0.0,23.3643
Chair_fall,100,Lying,Standing,False,0.643,0.0,24.2573
Chair_fall,101,Lying,Standing,False,0.643,0.0,25.2661
Chair_fall,102,Lying,Standing,False,0.644,0.0,23.8334
Chair_fall,103,Lying,Standing,False,0.642,0.0,22.8047
Chair_fall,104,Lying,Standing,False,0.638,0.0,24.4627
Chair_fall,105,Lying,Standing,False,0.636,0.0,22.256
Chair_fall,106,Lying,Standing,False,0.631,0.0,22.378
Chair_fall,107,Lying,Standing,False,0.628,0.0,21.1508
Chair_fall,108,Lying,Standing,False,0.62,0.0,20.6489
Chair_fall,109,Lying,Standing,False,0.61,0.0,21.3634
Chair_fall,110,Lying,Standing,False,0.599,0.0,23.5168
Chair_fall,111,Lying,Standing,False,0.586,0.0,21.5351
Chair_fall,112,Lying,Standing,False,0.576,0.0,21.4778
Chair_fall,113,Lying,Standing,False,0.567,0.0,20.7973
Chair_fall,114,Lying,Standing,False,0.56,0.0,21.6603
Chair_fall,115,Lying,Standing,False,0.554,0.0,23.7719
Chair_fall,116,Lying,Standing,False,0.55,0.0,21.6612
Chair_fall,117,Lying,Standing,False,0.546,0.0,20.8114
Chair_fall,118,Lying,Standing,False,0.544,0.0,28.5136
Chair_fall,119,Lying,Standing,False,0.55,0.0,23.6081
Chair_fall,120,Lying,Standing,False,0.562,0.0,29.9298
Chair_fall,121,Lying,Standing,False,0.58,0.0,25.512
Chair_fall,122,Lying,Standing,False,0.6,0.0,36.7886
Chair_fall,123,Lying,Standing,False,0.623,0.0,28.2601
Chair_fall,124,Lying,Standing,False,0.647,0.0,24.1221
Chair_fall,125,Lying,Standing,False,0.67,0.0,25.4794
Chair_fall,126,Lying,Standing,False,0.69,0.0,24.0785
Chair_fall,127,Lying,Standing,False,0.705,0.0,23.1818
Chair_fall,128,Lying,Standing,False,0.718,0.0,25.3122
Chair_fall,129,Lying,Standing,False,0.723,0.0,24.0371
Chair_fall,130,Lying,Standing,False,0.72,0.0,24.8352
Chair_fall,131,Lying,Standing,False,0.712,0.0,27.0852
Chair_fall,132,Lying,Standing,False,0.7,0.0,23.8268
Chair_fall,133,Lying,Standing,False,0.69,0.0,25.6092
Chair_fall,134,Lying,Standing,False,0.673,0.0,25.8558
Chair_fall,135,Lying,Standing,False,0.66,0.0,26.2802
Chair_fall,136,Lying,Standing,False,0.651,0.0,23.4921
Chair_fall,137,Lying,Standing,False,0.645,0.0,27.7861
Chair_fall,138,Lying,Standing,False,0.641,0.0,30.9258
Chair_fall,139,Lying,Standing,False,0.641,0.0,27.3064
Chair_fall,140,Lying,Standing,False,0.642,0.0,24.7635
Chair_fall,141,Lying,Standing,False,0.642,0.0,29.1587
Chair_fall,142,Lying,Standing,False,0.649,0.0,31.054
Chair_fall,143,Lying,Standing,False,0.658,0.0,32.1778
Chair_fall,144,Lying,Standing,False,0.671,0.0,26.0776
Chair_fall,145,Lying,Standing,False,0.686,0.0,28.6822
Chair_fall,146,Lying,Standing,False,0.699,0.0,33.6237
Chair_fall,147,Lying,Standing,False,0.712,0.0,29.614
Chair_fall,148,Lying,Standing,False,0.726,0.0,27.7719
Chair_fall,149,Lying,Standing,False,0.738,0.0,28.1986
Chair_fall,150,Lying,Standing,False,0.747,0.0,25.2266
Chair_fall,151,Lying,Standing,False,0.753,0.0,27.2562
Chair_fall,152,Lying,Standing,False,0.75,0.0,25.2149
Chair_fall,153,Lying,Standing,False,0.739,0.0,32.7844
Chair_fall,154,Lying,Standing,False,0.722,0.0,27.2364
Chair_fall,155,Lying,Standing,False,0.698,0.0,37.9346
Chair_fall,156,Lying,Standing,False,0.669,0.0,25.9725
Chair_fall,157,Lying,Standing,False,0.636,0.0,32.0705
Chair_fall,158,Lying,Standing,False,0.596,0.0,46.4811
Chair_fall,159,Lying,Standing,False,0.578,0.0,31.4846
Chair_fall,160,Lying,Standing,False,0.561,0.0,26.9139
Chair_fall,161,Lying,Standing,False,0.541,0.0,28.3855
Chair_fall,162,Lying,Standing,False,0.519,0.0,26.0852
Chair_fall,163,Lying,Lying,True,0.379,0.0,26.5147
Chair_fall,164,Lying,Lying,True,0.383,0.0,24.6885
Chair_fall,165,Lying,Lying,True,0.384,0.0,28.5154
Chair_fall,166,Lying,Lying,True,0.384,0.0,35.2895
Chair_fall,167,Lying,Lying,True,0.382,0.0,34.3796
Chair_fall,168,Lying,Lying,True,0.382,0.0,42.7077
Chair_fall,169,Lying,Lying,True,0.39,0.0,34.6467
Chair_fall,170,Lying,Lying,True,0.391,0.0,34.8269
Chair_fall,171,Lying,Lying,True,0.39,0.0,28.7623
Chair_fall,172,Lying,Sitting,False,0.438,0.0,28.4947
Chair_fall,173,Lying,Sitting,False,0.458,0.0,29.0858
Chair_fall,174,Lying,Sitting,False,0.472,0.0,28.2848
Chair_fall,175,Lying,Sitting,False,0.485,0.0,27.277
Chair_fall,176,Lying,Sitting,False,0.494,0.0,25.1504
Chair_fall,177,Lying,Sitting,False,0.498,0.0,26.0364
Chair_fall,178,Lying,Sitting,False,0.509,0.0,27.243
Chair_fall,179,Lying,Sitting,False,0.514,0.0,33.3646
Chair_fall,180,Lying,Sitting,False,0.516,0.0,25.5917
Chair_fall,181,Lying,Sitting,False,0.514,0.0,26.8609
Chair_fall,182,Lying,Sitting,False,0.504,0.0,29.3353
Chair_fall,183,Lying,Sitting,False,0.491,0.0,27.235
Chair_fall,184,Lying,Sitting,False,0.474,0.0,26.5378
Chair_fall,185,Lying,Sitting,False,0.452,0.0,30.1617
Chair_fall,186,Lying,Sitting,False,0.431,0.0,30.2557
Chair_fall,187,Lying,Sitting,False,0.412,0.0,30.3969
Chair_fall,188,Lying,Sitting,False,0.397,0.0,27.5077
Chair_fall,189,Lying,Sitting,False,0.385,0.0,25.7386
Chair_fall,190,Lying,Sitting,False,0.377,0.0,30.8738
Chair_fall,191,Lying,Sitting,False,0.37,0.0,28.3733
Chair_fall,192,Lying,Sitting,False,0.363,0.0,27.5912
Chair_fall,193,Lying,Sitting,False,0.353,0.0,26.2196
Chair_fall,194,Lying,Lying,True,0.359,0.0,30.4974
Chair_fall,195,Lying,Lying,True,0.371,0.0,27.7162
Chair_fall,196,Lying,Lying,True,0.378,0.0,24.912
Chair_fall,197,Lying,Lying,True,0.384,0.0,25.5919
Chair_fall,198,Lying,Lying,True,0.385,0.0,24.2226
Chair_fall,199,Lying,Lying,True,0.385,0.0,30.8312
Chair_fall,200,Lying,Lying,True,0.392,0.0,29.6331
Chair_fall,201,Lying,Lying,True,0.403,0.0,32.4146
Chair_fall,202,Lying,Lying,True,0.411,0.0,40.3757
Chair_fall,203,Lying,Standing,False,0.497,0.0,38.5184
Chair_fall,204,Lying,Standing,False,0.505,0.0,44.1007
Chair_fall,205,Lying,Standing,False,0.509,0.0,44.8236
Chair_fall,206,Lying,Standing,False,0.511,0.0,46.4762
Chair_fall,207,Lying,Standing,False,0.511,0.0,39.9102
Chair_fall,208,Lying,Standing,False,0.51,0.0,40.8415
Chair_fall,209,Lying,Standing,False,0.522,0.0,51.2185
Chair_fall,210,Lying,Standing,False,0.523,0.0,49.9906
Chair_fall,211,Lying,Standing,False,0.518,0.0,49.5852
Chair_fall,212,Lying,Standing,False,0.51,0.0,40.8115
Chair_fall,213,Lying,Standing,False,0.499,0.0,50.877
Chair_fall,214,Lying,Standing,False,0.485,0.0,41.5677
Chair_fall,215,Lying,Standing,False,0.479,0.0,46.9969
Chair_fall,216,Lying,Standing,False,0.474,0.0,41.9997
Chair_fall,217,Lying,Standing,False,0.468,0.0,48.3184
Chair_fall,218,Lying,Standing,False,0.463,0.0,47.9548
Chair_fall,219,Lying,Sitting,False,0.479,0.0,48.8654
Chair_fall,220,Lying,Sitting,False,0.508,0.0,41.4617
Chair_fall,221,Lying,Sitting,False,0.53,0.0,48.9114
Chair_fall,222,Lying,Sitting,False,0.551,0.0,56.9047
Chair_fall,223,Lying,Sitting,False,0.568,0.0,58.1492
Chair_fall,224,Lying,Sitting,False,0.583,0.0,45.5456
Chair_fall,225,Lying,Sitting,False,0.619,0.0,63.9561
Chair_fall,226,Lying,Sitting,False,0.654,0.0,46.0068
Chair_fall,227,Lying,Sitting,False,0.679,0.0,49.6218
Chair_fall,228,Lying,Sitting,False,0.699,0.0,45.1684
Chair_fall,229,Lying,Sitting,False,0.714,0.0,48.5985
Chair_fall,230,Lying,Sitting,False,0.722,0.0,55.6896
Chair_fall,231,Lying,Sitting,False,0.725,0.0,47.903
Chair_fall,232,Lying,Sitting,False,0.726,0.0,45.8757
Chair_fall,233,Lying,Sitting,False,0.725,0.0,50.6315
Chair_fall,234,Lying,Sitting,False,0.721,0.0,50.3838
Chair_fall,235,Lying,Sitting,False,0.716,0.0,53.0499
Chair_fall,236,Lying,Sitting,False,0.711,0.0,52.4607
Chair_fall,237,Lying,Sitting,False,0.704,0.0,59.7202
Chair_fall,238,Lying,Sitting,False,0.697,0.0,58.3314
Chair_fall,239,Lying,Sitting,False,0.694,0.0,51.1758
Chair_fall,240,Lying,Sitting,False,0.698,0.0,52.2577
Chair_fall,241,Lying,Sitting,False,0.707,0.0,53.7831
Chair_fall,242,Lying,Sitting,False,0.717,0.0,52.2446
Chair_fall,243,Lying,Sitting,False,0.73,0.0,48.9671
Chair_fall,244,Lying,Sitting,False,0.748,0.0,53.8926
Chair_fall,245,Lying,Sitting,False,0.767,0.0,48.6069
Chair_fall,246,Lying,Sitting,False,0.785,0.0,52.9147
Chair_fall,247,Lying,Sitting,False,0.808,0.0,54.8587
Chair_fall,248,Lying,Sitting,False,0.829,0.0,56.461
Chair_fall,249,Lying,Sitting,False,0.847,0.0,48.7627
Chair_fall,250,Lying,Sitting,False,0.86,0.0,42.8493
Fall_and_lie,31,Standing,Standing,True,0.726,0.0,51.9382
Fall_and_lie,32,Standing,Standing,True,0.727,0.0,49.8558
Fall_and_lie,33,Standing,Standing,True,0.724,0.0,46.646
Fall_and_lie,34,Standing,Standing,True,0.722,0.0,52.59
Fall_and_lie,35,Standing,Standing,True,0.725,0.0,38.3229
Fall_and_lie,36,Standing,Standing,True,0.729,0.0,55.2732
Fall_and_lie,37,Standing,Standing,True,0.736,0.0,66.9266
Fall_and_lie,38,Standing,Standing,True,0.745,0.0,116.2488
Fall_and_lie,39,Standing,Standing,True,0.75,0.0,54.8375
Fall_and_lie,40,Standing,Standing,True,0.754,0.0,52.4139
Fall_and_lie,41,Standing,Standing,True,0.758,0.0,53.879
Fall_and_lie,42,,Standing,,0.764,0.0,49.0569
Fall_and_lie,43,,Standing,,0.77,0.0,54.7115
Fall_and_lie,44,,Standing,,0.777,0.0,49.7457
Fall_and_lie,45,,Standing,,0.783,0.0,47.6769
Fall_and_lie,46,,Standing,,0.786,0.0,51.3414
Fall_and_lie,47,,Standing,,0.785,0.0,60.9036
Fall_and_lie,48,,Standing,,0.78,0.0,56.7485
Fall_and_lie,49,,Standing,,0.774,0.0,52.009
Fall_and_lie,50,,Standing,,0.768,0.0,50.5405
Fall_and_lie,51,,Standing,,0.764,0.0,49.828
Fall_and_lie,52,,Standing,,0.758,0.0,50.0701
Fall_and_lie,53,,Standing,,0.751,0.0,48.0219
Fall_and_lie,54,,Standing,,0.743,0.0,42.9819
Fall_and_lie,55,,Standing,,0.723,0.0,31.7584
Fall_and_lie,56,,Standing,,0.687,0.0,36.4417
Fall_and_lie,57,,Standing,,0.678,0.0,44.079
Fall_and_lie,58,,Standing,,0.668,0.0,51.181
Fall_and_lie,59,,Standing,,0.658,0.0,50.8358
Fall_and_lie,60,,Standing,,0.646,1.0,41.6588
Fall_and_lie,61,,Lying,,0.376,0.0,47.8432
Fall_and_lie,62,,Lying,,0.384,0.0,52.3369
Fall_and_lie,63,,Lying,,0.397,0.0,58.3406
Fall_and_lie,64,,Lying,,0.408,0.0,54.6731
Fall_and_lie,65,,Lying,,0.419,0.0,53.7838
Fall_and_lie,66,,Lying,,0.431,0.0,46.7157
Fall_and_lie,67,,Lying,,0.45,0.0,47.4781
Fall_and_lie,68,,Lying,,0.46,0.0,51.0354
Fall_and_lie,69,,Lying,,0.476,0.0,45.2993
Fall_and_lie,70,,Lying,,0.494,0.0,53.5776
Fall_and_lie,71,,Lying,,0.511,0.0,42.6556
Fall_and_lie,72,,Lying,,0.53,0.0,49.4545
Fall_and_lie,73,,Lying,,0.547,0.0,42.1993
Fall_and_lie,74,,Lying,,0.565,0.0,51.1972
Fall_and_lie,75,,Lying,,0.584,0.0,40.851
Fall_and_lie,76,,Lying,,0.599,0.0,42.4179
Fall_and_lie,77,,Lying,,0.618,0.0,50.4475
Fall_and_lie,78,Lying,Lying,True,0.641,0.0,48.7425
Fall_and_lie,79,Lying,Lying,True,0.658,0.0,49.0394
Fall_and_lie,80,Lying,Lying,True,0.676,0.0,48.005
Fall_and_lie,81,Lying,Lying,True,0.691,0.0,52.0416
Fall_and_lie,82,Lying,Lying,True,0.704,0.0,47.9711
Fall_and_lie,83,Lying,Lying,True,0.713,0.0,59.0085
Fall_and_lie,84,Lying,Lying,True,0.723,0.0,60.7177
Fall_and_lie,85,Lying,Lying,True,0.73,0.0,54.8376
Fall_and_lie,86,Lying,Lying,True,0.738,0.0,57.5681
Fall_and_lie,87,Lying,Lying,True,0.742,0.0,54.4876
Fall_and_lie,88,Lying,Lying,True,0.744,1.0,54.5558
Fall_and_lie,89,Lying,Lying,True,0.746,0.0,51.1504
Fall_and_lie,90,Lying,Lying,True,0.751,0.0,48.2059
Fall_and_lie,91,Lying,Lying,True,0.757,0.0,36.9216
Fall_and_lie,92,Lying,Lying,True,0.758,0.0,39.2549
Fall_and_lie,93,Lying,Lying,True,0.76,0.0,34.9235
Fall_and_lie,94,Lying,Lying,True,0.758,0.0,37.7843
Fall_and_lie,95,Lying,Lying,True,0.757,0.0,38.8092
Fall_and_lie,96,Lying,Lying,True,0.755,0.0,36.152
Fall_and_lie,97,Lying,Lying,True,0.755,0.0,35.7798
Fall_and_lie,98,Lying,Lying,True,0.753,0.0,43.102
Fall_and_lie,99,Lying,Lying,True,0.757,1.0,39.9767
Fall_and_lie,100,Lying,Lying,True,0.755,1.0,36.865
Fall_and_lie,101,Lying,Lying,True,0.752,1.0,34.2064
Fall_and_lie,102,Lying,Lying,True,0.755,1.0,31.0723
Fall_and_lie,103,Lying,Lying,True,0.76,1.0,34.7389
Fall_and_lie,104,Lying,Lying,True,0.764,1.0,35.4741
