sequence_id,timestamp,frame,posture_label,fall_detected,confidence,other_labels,body_height,torso_angle,hip_height
adl-01-cam0-rgb,1782844803.1743386,1,Unknown,False,0.0,missing_upper_body_keypoints,nan,nan,nan
adl-01-cam0-rgb,1782844803.2430794,2,Unknown,False,0.0,missing_upper_body_keypoints,nan,nan,nan
adl-01-cam0-rgb,1782844803.2700856,3,Unknown,False,0.0,missing_upper_body_keypoints,nan,nan,nan
adl-01-cam0-rgb,1782844803.293308,4,Unknown,False,0.0,missing_upper_body_keypoints,nan,nan,nan
adl-01-cam0-rgb,1782844803.318829,5,Unknown,False,0.0,missing_upper_body_keypoints,nan,nan,nan
adl-01-cam0-rgb,1782844803.3448277,6,Unknown,False,0.0,missing_upper_body_keypoints,nan,nan,nan
adl-01-cam0-rgb,1782844803.3678284,7,Unknown,False,0.0,missing_upper_body_keypoints,nan,nan,nan
adl-01-cam0-rgb,1782844803.3918357,8,Unknown,False,0.0,missing_upper_body_keypoints,nan,nan,nan
adl-01-cam0-rgb,1782844803.415411,9,Unknown,False,0.0,missing_upper_body_keypoints,nan,nan,nan
adl-01-cam0-rgb,1782844803.4348073,10,Unknown,False,0.0,missing_upper_body_keypoints,nan,nan,nan
adl-01-cam0-rgb,1782844803.4627614,11,Unknown,False,0.0,missing_upper_body_keypoints,nan,nan,nan
adl-01-cam0-rgb,1782844803.4887486,12,Unknown,False,0.0,missing_upper_body_keypoints,nan,nan,nan
adl-01-cam0-rgb,1782844803.5142696,13,Unknown,False,0.0,missing_upper_body_keypoints,nan,nan,nan
adl-01-cam0-rgb,1782844803.5402715,14,Unknown,False,0.0,missing_upper_body_keypoints,nan,nan,nan
adl-01-cam0-rgb,1782844803.5612748,15,Unknown,False,0.62,compressed_sitting,0.32816861332840397,1.3438995229478956,0.4925059974193573
adl-01-cam0-rgb,1782844803.615404,16,Sitting,False,0.62,compressed_sitting,0.3269794502094735,0.7197051960267509,0.4914569854736328
adl-01-cam0-rgb,1782844803.6668203,17,Sitting,False,0.62,compressed_sitting,0.3392458340453726,1.377517259353632,0.4869331121444702
adl-01-cam0-rgb,1782844803.7109208,18,Sitting,False,0.62,compressed_sitting,0.32850572415376306,0.8468679894337524,0.48783957958221436
adl-01-cam0-rgb,1782844803.7970726,19,Unknown,False,0.0,missing_upper_body_keypoints,nan,nan,nan
adl-01-cam0-rgb,1782844803.8380735,20,Unknown,False,0.62,compressed_sitting,0.36135427255442093,1.460881266095918,0.4854177236557007
adl-01-cam0-rgb,1782844803.8920715,21,Sitting,False,0.62,compressed_sitting,0.3453596212891592,2.2860172202958373,0.4897330105304718
adl-01-cam0-rgb,1782844803.949619,22,Unknown,False,0.0,missing_upper_body_keypoints,nan,nan,nan
adl-01-cam0-rgb,1782844803.994638,23,Unknown,False,0.62,compressed_sitting,0.3262638116812305,2.4988181420967432,0.4985434114933014
adl-01-cam0-rgb,1782844804.042181,24,Unknown,False,0.0,missing_upper_body_keypoints,nan,nan,nan
adl-01-cam0-rgb,1782844804.0682113,25,Unknown,False,0.62,compressed_sitting,0.3393051266778667,1.3953431731336525,0.5064631551504135
adl-01-cam0-rgb,1782844804.1099625,26,Sitting,False,0.62,compressed_sitting,0.3489600943386381,1.6790304298179444,0.5023576319217682
adl-01-cam0-rgb,1782844804.1613333,27,Sitting,False,0.62,compressed_sitting,0.33962827584957717,0.6981930252113161,0.5050277411937714
adl-01-cam0-rgb,1782844804.2114837,28,Sitting,False,0.62,compressed_sitting,0.32502261349482675,0.7193864657234041,0.5044610351324081
adl-01-cam0-rgb,1782844804.2573798,29,Sitting,False,0.62,compressed_sitting,0.32619027750431884,0.6674815658654772,0.5024530589580536
adl-01-cam0-rgb,1782844804.3004332,30,Sitting,False,0.62,compressed_sitting,0.3282882479314653,0.6188129473140219,0.5038775205612183
adl-01-cam0-rgb,1782844804.3469503,31,Sitting,False,0.62,compressed_sitting,0.33586116267355903,1.1641906642379956,0.5014869421720505
adl-01-cam0-rgb,1782844804.3959734,32,Sitting,False,0.62,compressed_sitting,0.3255978150052592,0.7952491608253701,0.49957235157489777
adl-01-cam0-rgb,1782844804.443485,33,Sitting,False,0.62,compressed_sitting,0.33437535649375594,1.0010190156496672,0.5012505501508713
adl-01-cam0-rgb,1782844804.4894848,34,Sitting,False,0.62,compressed_sitting,0.3381618270874158,0.6613195225543177,0.5027531236410141
adl-01-cam0-rgb,1782844804.5410428,35,Sitting,False,0.62,compressed_sitting,0.3371925375624144,0.05063991333132434,0.5012170225381851
adl-01-cam0-rgb,1782844804.594045,36,Sitting,False,0.62,compressed_sitting,0.343784630039339,0.694107905841331,0.4997876286506653
adl-01-cam0-rgb,1782844804.643286,37,Sitting,False,0.62,compressed_sitting,0.34349483281950693,0.5944234325029086,0.5029941499233246
adl-01-cam0-rgb,1782844804.689293,38,Sitting,False,0.62,compressed_sitting,0.34504861764984057,0.07309183258215995,0.49962861835956573
adl-01-cam0-rgb,1782844804.7408917,39,Sitting,False,0.62,compressed_sitting,0.3406114578240108,0.32987122502248484,0.500718891620636
adl-01-cam0-rgb,1782844804.7908874,40,Sitting,False,0.62,compressed_sitting,0.3439165807277161,0.48747489462355964,0.5012587904930115
adl-01-cam0-rgb,1782844804.8424103,41,Sitting,False,0.62,compressed_sitting,0.34819929335194844,0.9386468743124402,0.5050447136163712
adl-01-cam0-rgb,1782844804.8954399,42,Sitting,False,0.62,compressed_sitting,0.3540609842313019,0.2408246693634043,0.5041745603084564
adl-01-cam0-rgb,1782844804.9439476,43,Sitting,False,0.62,compressed_sitting,0.34798474826237885,0.7876133059795246,0.5052521079778671
adl-01-cam0-rgb,1782844804.9929395,44,Sitting,False,0.62,compressed_sitting,0.3617149495051303,0.562659009194316,0.5060501396656036
adl-01-cam0-rgb,1782844805.0434756,45,Sitting,False,0.62,compressed_sitting,0.3636531793082074,1.1822232258272485,0.506452664732933
adl-01-cam0-rgb,1782844805.0894706,46,Sitting,False,0.62,compressed_sitting,0.36395297223642875,0.7036864442065442,0.507783055305481
adl-01-cam0-rgb,1782844805.1350052,47,Sitting,False,0.62,compressed_sitting,0.3804110604118812,1.5345997615712634,0.5079133063554764
adl-01-cam0-rgb,1782844805.177974,48,Sitting,False,0.62,compressed_sitting,0.3719873986989744,0.5582892942440754,0.5051532536745071
adl-01-cam0-rgb,1782844805.2245119,49,Sitting,False,0.62,compressed_sitting,0.37796478840572517,0.6554397810061063,0.5044078677892685
adl-01-cam0-rgb,1782844805.27395,50,Sitting,False,0.62,compressed_sitting,0.3799952904061872,1.276104412687067,0.5047545284032822
adl-01-cam0-rgb,1782844805.3183746,51,Sitting,False,0.62,compressed_sitting,0.3830855995805743,2.0778717382995544,0.5001650750637054
adl-01-cam0-rgb,1782844805.360376,52,Sitting,False,0.62,compressed_sitting,0.3876912624212192,1.3849225877528544,0.5085822939872742
adl-01-cam0-rgb,1782844805.4084706,53,Sitting,False,0.62,compressed_sitting,0.3936680903512322,2.2995089495215506,0.5040568560361862
adl-01-cam0-rgb,1782844805.4509988,54,Sitting,False,0.62,compressed_sitting,0.38564372131339275,2.2880908640849125,0.49825406074523926
adl-01-cam0-rgb,1782844805.496007,55,Sitting,False,0.62,compressed_sitting,0.3877940866006784,2.6780201719305547,0.5024233460426331
adl-01-cam0-rgb,1782844805.5433526,56,Sitting,False,0.62,compressed_sitting,0.39826109273068117,2.893277989345043,0.5052265226840973
adl-01-cam0-rgb,1782844805.5907323,57,Sitting,False,0.62,compressed_sitting,0.39899526333219204,3.9611120575398457,0.5065540820360184
adl-01-cam0-rgb,1782844805.6328132,58,Sitting,False,0.62,compressed_sitting,0.40747373838190315,3.7687605770459527,0.5101761817932129
adl-01-cam0-rgb,1782844805.6794047,59,Sitting,False,0.62,compressed_sitting,0.4032277363118199,3.1526738447388727,0.5104618221521378
adl-01-cam0-rgb,1782844805.720963,60,Sitting,False,0.62,compressed_sitting,0.4032594444683037,3.302866431459794,0.5168523639440536
adl-01-cam0-rgb,1782844805.7709696,61,Sitting,False,0.62,compressed_sitting,0.411942008837367,2.682622130611767,0.5204778611660004
adl-01-cam0-rgb,1782844805.8136942,62,Sitting,False,0.62,compressed_sitting,0.41891234029247926,1.997471823284302,0.5195253044366837
adl-01-cam0-rgb,1782844805.8597615,63,Sitting,False,0.62,compressed_sitting,0.42494484987946185,1.5864599397056685,0.52402663230896
adl-01-cam0-rgb,1782844805.9095297,64,Sitting,False,0.62,compressed_sitting,0.4246258449904275,1.1523922808681588,0.5266066640615463
adl-01-cam0-rgb,1782844805.9599946,65,Sitting,False,0.62,compressed_sitting,0.4271996464832905,1.6220147328522727,0.5239506214857101
adl-01-cam0-rgb,1782844805.9990003,66,Sitting,False,0.62,compressed_sitting,0.4303018878595481,1.527788497732267,0.5225449651479721
adl-01-cam0-rgb,1782844806.0435438,67,Sitting,False,0.62,compressed_sitting,0.4232664909466782,1.3753486238123704,0.5231044292449951
adl-01-cam0-rgb,1782844806.0846643,68,Sitting,False,0.62,compressed_sitting,0.43148126834322803,0.44069261280123734,0.5220704078674316
adl-01-cam0-rgb,1782844806.127306,69,Sitting,False,0.62,upright,0.44750622904532744,0.8024784888175704,0.5208870023488998
adl-01-cam0-rgb,1782844806.165465,70,Standing,False,0.62,upright,0.4526778047547337,0.6714179302080951,0.5199003666639328
adl-01-cam0-rgb,1782844806.2052875,71,Standing,False,0.62,upright_max_height,0.46243457319615816,0.47954149619043396,0.5206597596406937
adl-01-cam0-rgb,1782844806.246831,72,Standing,False,0.62,upright_max_height,0.4683005218764282,0.15839630869456553,0.5194569081068039
adl-01-cam0-rgb,1782844806.2876878,73,Standing,False,0.62,upright_max_height,0.4682499506918869,0.16274827653367294,0.5239220857620239
adl-01-cam0-rgb,1782844806.332407,74,Standing,False,0.62,upright_max_height,0.46562734503152214,0.6638056346443757,0.5207871049642563
adl-01-cam0-rgb,1782844806.3744068,75,Standing,False,0.62,upright_max_height,0.46829986146591723,0.5156003272901212,0.5191047489643097
adl-01-cam0-rgb,1782844806.4189394,76,Standing,False,0.62,upright_max_height,0.47154360528942013,0.8296522040085523,0.5176358968019485
adl-01-cam0-rgb,1782844806.4589863,77,Standing,False,0.62,upright_max_height,0.4736305872619614,1.1763071456948377,0.524053767323494
adl-01-cam0-rgb,1782844806.5019495,78,Standing,False,0.62,upright_max_height,0.48011311761672254,0.5734137941199133,0.5278474539518356
adl-01-cam0-rgb,1782844806.5421534,79,Standing,False,0.62,upright_max_height,0.47891877696393836,2.1065221196999993,0.5347974449396133
adl-01-cam0-rgb,1782844806.5821586,80,Standing,False,0.62,upright_max_height,0.4820090080498585,0.7967582714271044,0.5342741459608078
adl-01-cam0-rgb,1782844806.6249409,81,Standing,False,0.62,upright_max_height,0.48849501610308904,1.2193930473509824,0.530055895447731
adl-01-cam0-rgb,1782844806.665379,82,Standing,False,0.62,upright_max_height,0.5053623198661308,4.394119317708455,0.534072995185852
adl-01-cam0-rgb,1782844806.7121618,83,Unknown,False,0.0,missing_upper_body_keypoints,nan,nan,nan
adl-01-cam0-rgb,1782844806.7542105,84,Unknown,False,0.62,upright_max_height,0.5061714640181448,7.508366104630796,0.5422057807445526
adl-01-cam0-rgb,1782844806.8002806,85,Standing,False,0.62,upright_max_height,0.5025596471792236,7.929715360877458,0.5388493239879608
adl-01-cam0-rgb,1782844806.844906,86,Standing,False,0.62,upright_max_height,0.5100747859431002,8.884980495159605,0.5334066599607468
adl-01-cam0-rgb,1782844806.8859847,87,Standing,False,0.62,upright_max_height,0.5121094734492331,10.923604918111268,0.5378259718418121
adl-01-cam0-rgb,1782844806.934528,88,Standing,False,0.62,upright_max_height,0.5135555810093446,8.242579882783998,0.5287073254585266
adl-01-cam0-rgb,1782844806.9805315,89,Standing,False,0.62,upright_max_height,0.5044867856656058,9.062095186699713,0.5289972871541977
adl-01-cam0-rgb,1782844807.0254428,90,Standing,False,0.62,upright_max_height,0.5130867849454452,9.803947940785909,0.5382861942052841
adl-01-cam0-rgb,1782844807.0743675,91,Standing,False,0.62,upright_max_height,0.5125901970494133,10.593765326479858,0.5377567261457443
adl-01-cam0-rgb,1782844807.125209,92,Standing,False,0.62,upright_max_height,0.5058353051298562,12.350300612906837,0.5340326279401779
adl-01-cam0-rgb,1782844807.1783888,93,Standing,False,0.62,upright_max_height,0.500577216848164,14.310341967196173,0.535179078578949
adl-01-cam0-rgb,1782844807.2251058,94,Standing,False,0.62,upright_max_height,0.4982044912205461,15.826926767812663,0.5345466285943985
adl-01-cam0-rgb,1782844807.2805965,95,Standing,False,0.62,upright_max_height,0.49476816584626654,15.52246125417294,0.5326641649007797
adl-01-cam0-rgb,1782844807.3232234,96,Standing,False,0.62,upright_max_height,0.47676997367121887,21.111324949132673,0.5385724157094955
adl-01-cam0-rgb,1782844807.368463,97,Standing,False,0.62,upright_max_height,0.48056366614800455,21.528820764546577,0.5391109138727188
adl-01-cam0-rgb,1782844807.4114687,98,Standing,False,0.62,upright_max_height,0.48629729827575946,21.970750697074674,0.5297220051288605
adl-01-cam0-rgb,1782844807.4619792,99,Standing,False,0.62,upright_max_height,0.4771004845013591,22.7665052020522,0.5230057239532471
adl-01-cam0-rgb,1782844807.5049999,100,Standing,False,0.62,upright,0.4685365988245563,24.72153096206844,0.5192251950502396
adl-01-cam0-rgb,1782844807.5516016,101,Standing,False,0.62,upright,0.4702805092721427,25.021343657289417,0.5132076591253281
adl-01-cam0-rgb,1782844807.5935228,102,Standing,False,0.62,upright,0.4672379945904097,26.43310785053041,0.5091394335031509
adl-01-cam0-rgb,1782844807.6454523,103,Standing,False,0.62,upright,0.4654650300853797,27.363711037851914,0.5040531307458878
adl-01-cam0-rgb,1782844807.7044783,104,Standing,False,0.62,upright,0.4540086545147017,27.789099094536805,0.4953145980834961
adl-01-cam0-rgb,1782844807.7470121,105,Standing,False,0.62,compressed_sitting,0.4451490925035957,30.187027829536525,0.4915626347064972
adl-01-cam0-rgb,1782844807.788016,106,Sitting,False,0.62,compressed_sitting,0.4346511423163391,29.751586178729063,0.4841587245464325
adl-01-cam0-rgb,1782844807.8310907,107,Sitting,False,0.62,compressed_sitting,0.4322942672237248,31.366434432245363,0.47879624366760254
adl-01-cam0-rgb,1782844807.8838804,108,Sitting,False,0.62,compressed_sitting,0.4236933492736465,33.40842860029256,0.4703623950481415
adl-01-cam0-rgb,1782844807.9254217,109,Sitting,False,0.62,compressed_sitting,0.40482966506146384,34.89612260237989,0.46686017513275146
adl-01-cam0-rgb,1782844807.9664152,110,Sitting,False,0.62,compressed_sitting,0.3928177951417041,36.07592495121647,0.4599863588809967
adl-01-cam0-rgb,1782844808.0094206,111,Sitting,False,0.62,compressed_sitting,0.38161527912081145,36.860773624351204,0.452276349067688
adl-01-cam0-rgb,1782844808.0529268,112,Sitting,False,0.62,compressed_sitting,0.3694926255801798,35.84748844737942,0.43966197967529297
adl-01-cam0-rgb,1782844808.0967257,113,Sitting,False,0.62,compressed_sitting,0.34674714714849575,37.3185853155442,0.428256094455719
adl-01-cam0-rgb,1782844808.1423035,114,Sitting,False,0.62,compressed_sitting,0.3438261393835648,39.51089251710104,0.4221414625644684
adl-01-cam0-rgb,1782844808.1892192,115,Sitting,False,0.62,compressed_sitting,0.3290916268197216,39.47381600309323,0.41114941239356995
adl-01-cam0-rgb,1782844808.2328758,116,Sitting,False,0.62,compressed_sitting,0.31819996133430867,32.95914690896201,0.4004427492618561
adl-01-cam0-rgb,1782844808.2766623,117,Sitting,False,0.62,compressed_sitting,0.3046519649362607,32.305767961325174,0.3896370530128479
adl-01-cam0-rgb,1782844808.3202152,118,Sitting,False,0.62,compressed_sitting,0.2915203247746711,31.18117462696765,0.3730640709400177
adl-01-cam0-rgb,1782844808.3632047,119,Sitting,False,0.62,compressed_sitting,0.2903135331260808,29.20755755850825,0.3628874123096466
adl-01-cam0-rgb,1782844808.4062018,120,Sitting,False,0.62,compressed_sitting,0.27367887894717147,31.74271045965143,0.36453089118003845
adl-01-cam0-rgb,1782844808.448541,121,Sitting,False,0.62,compressed_sitting,0.26877248514418317,29.146246520338337,0.3499974012374878
adl-01-cam0-rgb,1782844808.490543,122,Sitting,False,0.62,compressed_sitting,0.2560087047048744,28.74845789618598,0.3465527296066284
adl-01-cam0-rgb,1782844808.5321093,123,Sitting,False,0.62,compressed_sitting,0.2561420547316413,30.982911427194335,0.35040807723999023
adl-01-cam0-rgb,1782844808.572587,124,Sitting,False,0.62,compressed_sitting,0.24227624947790952,28.27511269504821,0.33385440707206726
adl-01-cam0-rgb,1782844808.612952,125,Sitting,False,0.62,compressed_sitting,0.23407909682070716,30.248500071030016,0.3247051239013672
adl-01-cam0-rgb,1782844808.6547627,126,Sitting,False,0.62,compressed_sitting,0.2360757880973993,29.78805710644737,0.3227127194404602
adl-01-cam0-rgb,1782844808.6967576,127,Sitting,False,0.62,compressed_sitting,0.22360909751737013,27.494299221780757,0.31277090311050415
adl-01-cam0-rgb,1782844808.736304,128,Sitting,False,0.62,compressed_sitting,0.21569777277206956,29.082543367318536,0.3191026747226715
adl-01-cam0-rgb,1782844808.7826886,129,Sitting,False,0.62,compressed_sitting,0.23117619990975774,30.933878850306968,0.3210182785987854
adl-01-cam0-rgb,1782844808.8236613,130,Lying,False,0.65,"horizontal_span,slow_lie",0.18795257504810234,29.55872195322958,0.29139190912246704
adl-01-cam0-rgb,1782844808.8646495,131,Lying,False,0.65,"horizontal_span,slow_lie",0.2035708091810397,30.453913567694265,0.3081513047218323
